insertar,registro,registro_senasa,marca,empresa,activos,banda_toxocologica,producto_propio,precio,rentabilidad,precio_minimo,precio_maximo
FALSE,S_39746,39746,NOMADE,CHEMOTECNICA SOCIEDAD ANONIMA,"IMAZETAPIR 10,6%",IV,FALSE,24,21%,19.2,28.8
FALSE,S_39745,39745,"PARAQUAT 27,6 DELTA AGRO",AGROINSUMOS B Y L S.A.,"PARAQUAT DICLORURO 27,6%",II,FALSE,16,7%,12.8,19.2
FALSE,S_39744,39744,IMIDACLOPRID 60 VERTISOLES,VERTISOLES S.R.L,IMIDACLOPRID 60%,II,FALSE,16,9%,12.8,19.2
FALSE,S_39743,39743,RIDOF,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,DICLOSULAM 84%,IV,FALSE,21,12%,16.8,25.2
FALSE,S_39742,39742,ATRAZINA 90 MAX SIGMA,SIGMA AGRO SA,ATRAZINA 90%,II,FALSE,7,14%,5.6,8.4
FALSE,S_39741,39741,ATRAZINA 90 DELTA AGRO,AGROINSUMOS B Y L S.A.,ATRAZINA 90%,II,FALSE,24,0%,19.2,28.8
FALSE,S_39740,39740,ROTAZINA,ROTAM DE ARGENTINA AGROQUIMICA SRL,ATRAZINA 90%,II,FALSE,9,6%,7.2,10.8
FALSE,S_39739,39739,PARAQUAT  RURALCO SL,RURALCO SOLUCIONES S.A.,"PARAQUAT DICLORURO 27,6%",III,FALSE,24,9%,19.2,28.8
FALSE,S_39737,39737,CAMPOZONE 50% FW,PROCHEM BIO SA.,SULFENTRAZONE 50%,IV,FALSE,8,13%,6.4,9.6
FALSE,S_39736,39736,ADAMA SULLIVAN,ADAMA ARGENTINA SOCIEDAD ANONIMA,SULFENTRAZONE 50%,III,FALSE,13,3%,10.4,15.6
FALSE,S_39735,39735,AQUILES,GLEBA S A,CLETODIM 24%,III,FALSE,24,23%,19.2,28.8
FALSE,S_39733,39733,MINECTO PRO,SYNGENTA AGRO SOCIEDAD ANONIMA,"ABAMECTINA 1,8%## CIANTRANILIPROLE 6%",II,FALSE,18,17%,14.4,21.6
FALSE,S_39732,39732,GLUCARE,RAINBOW AGROSCIENSES SA,GLUFOSINATO DE AMONIO 80%,II,FALSE,12,6%,9.6,14.4
FALSE,S_39731,39731,BURNED,NGC AGROSCIENCES ARGENTINA S.A.,"PARAQUAT DICLORURO 27,6%",II,FALSE,21,19%,16.8,25.2
FALSE,S_39730,39730,"PARAQUAT 27,6 VELOCE",INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,"PARAQUAT DICLORURO 27,6%",II,FALSE,24,5%,19.2,28.8
FALSE,S_39729,39729,SOK FORTE 25 EC,LABORATORIOS PEYTE S.A.,BIFENTRIN 25%,II,FALSE,24,24%,19.2,28.8
FALSE,S_39728,39728,CLETODIM LANTHER,LANTHER QUIMICA SA,CLETODIM 24%,III,FALSE,17,22%,13.6,20.4
FALSE,S_39727,39727,FERRERO FOSFURO E,ALFREDO FERRERO S R L,FOSFURO DE ALUMINIO 57%,Ia,FALSE,5,24%,4,6
FALSE,S_39726,39726,DIMAXINE,RAINBOW AGROSCIENSES SA,"2,4-DB 54%",II,FALSE,11,17%,8.8,13.2
FALSE,S_39723,39723,CYD-X  LC,AGRI STAR S. A.,"CYDIA POMONELLA GRANULOVIRUS ,06%",IV,FALSE,17,7%,13.6,20.4
FALSE,S_39722,39722,PULSAR SPANDER,WOHR RUBEN ALBERTO,ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE DE SOJA 70%,IV,FALSE,11,11%,8.8,13.2
FALSE,S_39721,39721,PICLORAM DELTA AGRO,AGROINSUMOS B Y L S.A.,"PICLORAM 27,8%",IV,FALSE,13,13%,10.4,15.6
FALSE,S_39720,39720,CKC ECO TRIPLE BIO,LABORATORIOS PEYTE S.A.,ACIDO FOSFORICO 30%,III,FALSE,7,24%,5.6,8.4
FALSE,S_39719,39719,TRENCH 84 WG,TECNOMYL S.A.,DICLOSULAM 84%,IV,FALSE,23,13%,18.4,27.6
FALSE,S_39718,39718,"2,4D AMINA 60 ARN EBC",ENRIQUE M BAYA CASAL S A,"2,4 D 60%",II,FALSE,25,7%,20,30
FALSE,S_39717,39717,METOLACLOR HELM,HELM ARGENTINA S R L,METOLACLORO 96%,III,FALSE,18,9%,14.4,21.6
FALSE,S_39716,39716,SYMPHONY C,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,S-METOLACLORO 96%,III,FALSE,16,8%,12.8,19.2
FALSE,S_39715,39715,YPF AGRO METOLACLOR HH,YPF SOCIEDAD ANONIMA,METOLACLORO 96%,III,FALSE,7,23%,5.6,8.4
FALSE,S_39713,39713,SYMPHONY A,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,S-METOLACLORO 96%,III,FALSE,14,1%,11.2,16.8
FALSE,S_39712,39712,SYMPHONY B,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,S-METOLACLORO 96%,III,FALSE,20,0%,16,24
FALSE,S_39711,39711,"2,4D ESTER CONTROLLER",AGROFACIL S A,"2,4 D 97%",II,FALSE,20,24%,16,24
FALSE,S_39710,39710,RAMES WG,RAINBOW AGROSCIENSES SA,"IMAZAPIC 52,5%## IMAZAPIR 17,5%",III,FALSE,20,7%,16,24
FALSE,S_39709,39709,PARAQUAT DELTA AGRO,AGROINSUMOS B Y L S.A.,"PARAQUAT DICLORURO 27,6%",III,FALSE,15,0%,12,18
FALSE,S_39708,39708,ADOC AR,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,FOMESAFEN 25%,III,FALSE,7,3%,5.6,8.4
FALSE,S_39707,39707,PADILLA OXIDO CUPROSO,PADILLA PABLO JOSE,OXIDO CUPROSO 60%,II,FALSE,8,16%,6.4,9.6
FALSE,S_39706,39706,BENZOMYL PLUS,TECNOMYL S.A.,BENZOATO DE EMAMECTINA 10%## LUFENURON 40%,II,FALSE,15,1%,12,18
FALSE,S_39705,39705,HACKER TOP,TECNOMYL S.A.,BIFENTRIN 20%## TIAMETOXAM 30%,II,FALSE,7,15%,5.6,8.4
FALSE,S_39704,39704,GLUFOSIN,FORMULAGRO SOCIEDAD RESPONSABILIDAD LIMITADA,GLUFOSINATO DE AMONIO 20%,III,FALSE,25,2%,20,30
FALSE,S_39703,39703,MUM TECH CEBO,AGRO ADVANCE TECHNOLOGY S.A.,"BEAUVERIA BASSIANA ,05%",IV,FALSE,5,24%,4,6
FALSE,S_39702,39702,LEIMAY,SUMMIT AGRO ARGENTINA S A,AMISULBROM 20%,IV,FALSE,22,4%,17.6,26.4
FALSE,S_39701,39701,METRIBUZIN INSUAGRO,INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,METRIBUZIN 48%,II,FALSE,14,24%,11.2,16.8
FALSE,S_39700,39700,FASCINATE,UPL ARGENTINA S.A.,GLUFOSINATO DE AMONIO 15%,III,FALSE,11,7%,8.8,13.2
FALSE,S_39699,39699,BRUCIA,SUMMIT AGRO ARGENTINA S A,TOLPIRALATE 40%,IV,FALSE,19,14%,15.2,22.8
FALSE,S_39698,39698,FUNGAFLOR SP PH,PRO AGRO SRL,IMAZALIL 100%,II,FALSE,11,21%,8.8,13.2
FALSE,S_39697,39697,PALMALINE �,QUIMADH SOCIEDAD DE RESPONSABILIDAD LIMITADA,ESTERES PROPILICOS DE ACIDO GRASO DE ACEITE DE PALMISTE (LAURATO DE PROPILENGLICOL) 48%,IV,FALSE,8,10%,6.4,9.6
FALSE,S_39696,39696,SPARVIERO 10,SIPCAM ARGENTINA S.R.L.,LAMBDA-CIALOTRINA 10%,III,FALSE,7,6%,5.6,8.4
FALSE,S_39695,39695,BOSCALID FALCROP,FALCROP S.A.,BOSCALID 50%,III,FALSE,25,3%,20,30
FALSE,S_39694,39694,GANKO WG 25%,ISK ARGENTINA BRANCH,FLAZASULFURON 25%,III,FALSE,11,20%,8.8,13.2
FALSE,S_39693,39693,WEIZEN  NT,AGM ARGENTINA S. A.,"2,4 D 30%",II,FALSE,9,18%,7.2,10.8
FALSE,S_39692,39692,ULTRAPHOS,NEOPHOS S.A.,FOSFINA 99%,Ia,FALSE,20,3%,16,24
FALSE,S_39691,39691,ABAMECTINA CIBELES,COMPAÑIA DE INSUMOS Y GRANOS S A,"ABAMECTINA 1,8%",II,FALSE,19,13%,15.2,22.8
FALSE,S_39690,39690,ASCARISCER SUPERNOCK,COMPAÑIA ASCARISCER S.A.,"DELTAMETRINA 3,5%",III,FALSE,22,10%,17.6,26.4
FALSE,S_39689,39689,PHEROCON OFM AR,CHEMOTECNICA SOCIEDAD ANONIMA,"(Z)/(E)-8-DODECENIL ACETATO ,00011%",IV,FALSE,12,21%,9.6,14.4
FALSE,S_39688,39688,GENDARME 5 EC,INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,LUFENURON 5%,IV,FALSE,17,1%,13.6,20.4
FALSE,S_39687,39687,SULFENTRA 60 DELTA AGRO,AGROINSUMOS B Y L S.A.,SULFENTRAZONE 50%,III,FALSE,13,17%,10.4,15.6
FALSE,S_39686,39686,HORNET,PHILAGRO S.A,"FOMESAFEN 26,25%",III,FALSE,17,2%,13.6,20.4
FALSE,S_39685,39685,LOREN 24 EC,RAINBOW AGROSCIENSES SA,OXIFLUORFEN 24%,III,FALSE,7,7%,5.6,8.4
FALSE,S_39684,39684,LOREN EC,RAINBOW AGROSCIENSES SA,OXIFLUORFEN 24%,III,FALSE,14,5%,11.2,16.8
FALSE,S_39683,39683,OXIFLUORFEN 24 FALCROP,FALCROP S.A.,OXIFLUORFEN 24%,III,FALSE,18,9%,14.4,21.6
FALSE,S_39682,39682,CLEVERIX 80,RAINBOW AGROSCIENSES SA,IMAZAPIR 80%,III,FALSE,10,16%,8,12
FALSE,S_39679,39679,IMAZAPIR AGROTERRUM,AGROTERRUM S.A.,IMAZAPIR 80%,III,FALSE,10,10%,8,12
FALSE,S_39677,39677,CIDETRAK EGVM,AGRICONSULTING JGP S.R.L .,"(E,Z)7,9-DODECADIENIL ACETATO 3,5%",IV,FALSE,11,5%,8.8,13.2
FALSE,S_39676,39676,FESTIO� DUO POTENCIADO POR ADEPIDYN�FUNGICIDA,SYNGENTA AGRO SOCIEDAD ANONIMA,"DIFENOCONAZOLE 12,5%## PIDIFLUMETOFEN 7,5%",III,FALSE,11,10%,8.8,13.2
FALSE,S_39675,39675,CABURE ULTRA,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,CLOTIANIDIN 60%,III,FALSE,21,19%,16.8,25.2
FALSE,S_39674,39674,NICROPS,SURCROPS SRL,NICOSULFURON 75%,III,FALSE,15,10%,12,18
FALSE,S_39673,39673,PICLORAM FORMULAGRO,FORMULAGRO SOCIEDAD RESPONSABILIDAD LIMITADA,"PICLORAM 27,8%",IV,FALSE,10,17%,8,12
FALSE,S_39672,39672,META ACTION,AGROFACIL S A,METALAXIL 35%,II,FALSE,14,4%,11.2,16.8
FALSE,S_39669,39669,ENEDOS SURFACE,LABORATORIOS ARBO S.R.L.,"ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE DE SOJA 76,6%",IV,FALSE,22,20%,17.6,26.4
FALSE,S_39668,39668,AKARI,ROTAM DE ARGENTINA AGROQUIMICA SRL,"2,4 D 97%",II,FALSE,17,21%,13.6,20.4
FALSE,S_39667,39667,ADAMA DEFERON HEXIL,ADAMA ARGENTINA SOCIEDAD ANONIMA,"2,4 D 97%",II,FALSE,24,23%,19.2,28.8
FALSE,S_39666,39666,NUFARM ATRAZINA HL,SUMITOMO CHEMICAL ARGENTINA S.A.,ATRAZINA 90%,II,FALSE,6,24%,4.8,7.2
FALSE,S_39665,39665,ATRATOP ACA 90 WG,ASOCIACION DE COOPERATIVAS ARGENTINAS COOP LTDA,ATRAZINA 90%,II,FALSE,8,11%,6.4,9.6
FALSE,S_39664,39664,YPF AGRO ATRAZINA GRANULADA HA,YPF SOCIEDAD ANONIMA,ATRAZINA 90%,II,FALSE,20,7%,16,24
FALSE,S_39663,39663,S-METOLACLORO SUMMIT AGRO,SUMMIT AGRO ARGENTINA S A,S-METOLACLORO 96%,III,FALSE,21,4%,16.8,25.2
FALSE,S_39662,39662,CAPRI,NOVA  S. A. U.,"NICOSULFURON 17,4%## PICLORAM 8,1%",IV,FALSE,22,7%,17.6,26.4
FALSE,S_39661,39661,TERBYNE,SIPCAM ARGENTINA S.R.L.,TERBUTILAZINA 75%,III,FALSE,9,15%,7.2,10.8
FALSE,S_39660,39660,ATRAPLUS 90 ZAMBA,COFCO INTERNATIONAL ARGENTINA S.A.,ATRAZINA 90%,II,FALSE,12,20%,9.6,14.4
FALSE,S_39659,39659,ATRA 90 WG,NUTRIEN AG SOLUTIONS ARGENTINA SA,ATRAZINA 90%,II,FALSE,14,3%,11.2,16.8
FALSE,S_39658,39658,DEVETRINA PLUS,QUAZAR SA,"DELTAMETRINA 2,5%",II,FALSE,8,4%,6.4,9.6
FALSE,S_39657,39657,VENCEWEED  AMINA 50 A,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,"2,4-DB 59,1%",II,FALSE,23,23%,18.4,27.6
FALSE,S_39656,39656,BELENO,AGROFINA S A,CLOMAZONE 48%,II,FALSE,16,16%,12.8,19.2
FALSE,S_39655,39655,BIFENTRIN 10 ADN,ADN AGRO S.A.,BIFENTRIN 10%,II,FALSE,14,4%,11.2,16.8
FALSE,S_39654,39654,FASTAC DUO,BASF ARGENTINA S A,ACETAMIPRID 10%## ALFACIPERMETRINA/ALFAMETRINA 20%,III,FALSE,20,3%,16,24
FALSE,S_39653,39653,"EFIMAX PARAQUAT 27,6",AGRICULTORES FEDERADOS ARGENTINOS SOC COOP LTDA,"PARAQUAT DICLORURO 27,6%",II,FALSE,13,4%,10.4,15.6
FALSE,S_39652,39652,CASTLE,SUMMIT AGRO ARGENTINA S A,FLUMIOXAZIN 48%,IV,FALSE,17,11%,13.6,20.4
FALSE,S_39651,39651,KRAKEN,HELM ARGENTINA S R L,FOMESAFEN 25%,III,FALSE,12,2%,9.6,14.4
FALSE,S_39649,39649,SELECT 36 EC,UPL ARGENTINA S.A.,CLETODIM 36%,III,FALSE,5,10%,4,6
FALSE,S_39648,39648,"2,4D DB AMINA RAINBOW",RAINBOW AGROSCIENSES SA,"2,4-DB 54%",II,FALSE,20,20%,16,24
FALSE,S_39647,39647,DHARMA PR CRISTAL,INDEPLUS S.R.L.,"BETA-CIFLUTRINA ,003%",II,FALSE,7,22%,5.6,8.4
FALSE,S_39646,39646,TIAMETOXAM SHARDA 25 WG,SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,TIAMETOXAM 25%,III,FALSE,18,21%,14.4,21.6
FALSE,S_39645,39645,DIQUAT AGROTERRUM,AGROTERRUM S.A.,"DIQUAT 37,4%",II,FALSE,25,2%,20,30
FALSE,S_39644,39644,NUPROACTIVE,NUPROFER S. A.,"ALCOHOL GRASO ETOXILADO 85,8%",IV,FALSE,24,14%,19.2,28.8
FALSE,S_39643,39643,METOLACLORO LANTHER,LANTHER QUIMICA SA,METOLACLORO 96%,III,FALSE,7,21%,5.6,8.4
FALSE,S_39642,39642,"PARAQUAT 27,6 ARN EBC",ENRIQUE M BAYA CASAL S A,"PARAQUAT DICLORURO 27,6%",III,FALSE,16,23%,12.8,19.2
FALSE,S_39641,39641,"PARAQUAT 27,6 INSUAGRO",INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,"PARAQUAT DICLORURO 27,6%",III,FALSE,15,19%,12,18
FALSE,S_39638,39638,SULFENTRAZONE 50 DELTA AGRO,AGROINSUMOS B Y L S.A.,SULFENTRAZONE 50%,III,FALSE,8,23%,6.4,9.6
FALSE,S_39637,39637,DICAMBA DELTA AGRO,AGROINSUMOS B Y L S.A.,"DICAMBA 57,8%",IV,FALSE,16,19%,12.8,19.2
FALSE,S_39636,39636,PATROLE,UPL ARGENTINA S.A.,LAMBDA-CIALOTRINA 25%,II,FALSE,19,9%,15.2,22.8
FALSE,S_39635,39635,FLONTUS�,SYNGENTA AGRO SOCIEDAD ANONIMA,S-METOLACLORO 96%,III,FALSE,7,11%,5.6,8.4
FALSE,S_39634,39634,ELINA �,SYNGENTA AGRO SOCIEDAD ANONIMA,S-METOLACLORO 96%,III,FALSE,23,10%,18.4,27.6
FALSE,S_39633,39633,BRUALI,SUMMIT AGRO ARGENTINA S A,FLUMIOXAZIN 48%,IV,FALSE,9,8%,7.2,10.8
FALSE,S_39632,39632,PARAQUAT II KEMSURE,AGROEMPRESA COLON  S.A.,"PARAQUAT DICLORURO 27,6%",III,FALSE,7,5%,5.6,8.4
FALSE,S_39631,39631,INSIGNIA BIO,ALLTEC S A,ESTERES METILICOS DE ACIDOS GRASOS DE ACEITE VEGETAL 62%,IV,FALSE,24,6%,19.2,28.8
FALSE,S_39630,39630,X TRIM LOW FLOW NEO,LABORATORIO QUIMECO S.R.L.,ALCOHOL GRASO ETOXILADO 25%,III,FALSE,6,3%,4.8,7.2
FALSE,S_39629,39629,CARBENDAZIM DELTA AGRO,AGROINSUMOS B Y L S.A.,CARBENDAZIM 50%,III,FALSE,15,8%,12,18
FALSE,S_39628,39628,METOLACLORO 96 ARN EBC,ENRIQUE M BAYA CASAL S A,METOLACLORO 96%,III,FALSE,14,11%,11.2,16.8
FALSE,S_39627,39627,MULTIPLICAR CIBELES,COMPAÑIA DE INSUMOS Y GRANOS S A,DIFENOCONAZOLE 25%,III,FALSE,22,23%,17.6,26.4
FALSE,S_39626,39626,QURA VT SIGMA,SIGMA AGRO SA,AZOXISTROBINA 20%## CIPROCONAZOLE 8%,II,FALSE,11,19%,8.8,13.2
FALSE,S_39625,39625,DEFENDER ABL,AGRI STAR S. A.,AZOXISTROBINA 20%## CIPROCONAZOLE 8%,II,FALSE,20,14%,16,24
FALSE,S_39624,39624,TALONIL POWER,SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,CLOROTALONIL 72%,III,FALSE,14,4%,11.2,16.8
FALSE,S_39623,39623,TALONIL PUNCH,SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,CLOROTALONIL 72%,III,FALSE,21,1%,16.8,25.2
FALSE,S_39622,39622,SULFENTRAZONE 50 LANTHER,LANTHER QUIMICA SA,SULFENTRAZONE 50%,III,FALSE,22,19%,17.6,26.4
FALSE,S_39621,39621,METOLACLORO DELTA AGRO,AGROINSUMOS B Y L S.A.,METOLACLORO 96%,III,FALSE,21,17%,16.8,25.2
FALSE,S_39620,39620,SULFENTRAZONE DELTA AGRO,AGROINSUMOS B Y L S.A.,SULFENTRAZONE 50%,III,FALSE,6,16%,4.8,7.2
FALSE,S_39619,39619,CIDETRAK CM PLUS MESO AR,CHEMOTECNICA SOCIEDAD ANONIMA,"(E,E)8,10-DODECADIENOL 3,08%",IV,FALSE,8,7%,6.4,9.6
FALSE,S_39618,39618,IMIDA 35 AGROTERRUM,AGROTERRUM S.A.,IMIDACLOPRID 35%,II,FALSE,25,12%,20,30
FALSE,S_39617,39617,MUM TECH,AGRO ADVANCE TECHNOLOGY S.A.,"BEAUVERIA BASSIANA ,1%",IV,FALSE,11,22%,8.8,13.2
FALSE,S_39616,39616,KUDASAI 10 EC,SUMMIT AGRO ARGENTINA S A,BIFENTRIN 10%,II,FALSE,19,7%,15.2,22.8
FALSE,S_39615,39615,TYPHOON,PHILAGRO S.A,HALOXIFOP-P METIL 54%,II,FALSE,7,12%,5.6,8.4
FALSE,S_39614,39614,FIDEMAX FOMESAFEN 25,AGRICULTORES FEDERADOS ARGENTINOS SOC COOP LTDA,"FOMESAFEN 26,2%",III,FALSE,15,2%,12,18
FALSE,S_39613,39613,CIDETRAK DA MEC AR,CHEMOTECNICA SOCIEDAD ANONIMA,"(E,Z) 2,4-DECADIENOATO DE ETILO 5%",IV,FALSE,21,20%,16.8,25.2
FALSE,S_39612,39612,GLIFOSATO FULL RURALCO,RURALCO SOLUCIONES S.A.,"GLIFOSATO 66,2%",IV,FALSE,15,7%,12,18
FALSE,S_39611,39611,FOMESAFEN INSUAGRO,INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,"FOMESAFEN 26,25%",III,FALSE,6,20%,4.8,7.2
FALSE,S_39610,39610,IMPACTO,SHARDA CROPCHEM LIMITED  SUC.EMP.EXT.,CLETODIM 24%,III,FALSE,7,21%,5.6,8.4
FALSE,S_39609,39609,STARPRID,AGRI STAR S. A.,ACETAMIPRID 20%,III,FALSE,21,1%,16.8,25.2
FALSE,S_39608,39608,POWER  PLUS II E,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,"GLIFOSATO 64,5%",IV,FALSE,6,21%,4.8,7.2
FALSE,S_39607,39607,MULTIPLICAR VERTISOLES,VERTISOLES S.R.L,DIFENOCONAZOLE 25%,III,FALSE,7,8%,5.6,8.4
FALSE,S_39606,39606,AZOXICONAZOLE 20-8,LABORATORIOS PEYTE S.A.,AZOXISTROBINA 20%## CIPROCONAZOLE 8%,II,FALSE,16,8%,12.8,19.2
FALSE,S_39605,39605,FLOWFEN 25%,LABORATORIOS PEYTE S.A.,"FOMESAFEN 26,25%",III,FALSE,11,19%,8.8,13.2
FALSE,S_39604,39604,NEMASOL 51 SL FALCROP,FALCROP S.A.,METAN SODIO 51%,II,FALSE,11,19%,8.8,13.2
FALSE,S_39603,39603,CLEAN CROP II,CAMPO CROP S.A.,METOLACLORO 96%,III,FALSE,13,9%,10.4,15.6
FALSE,S_39602,39602,PHEROCON CM DA COMBO AR,CHEMOTECNICA SOCIEDAD ANONIMA,"(E,E)8,10-DODECADIENOL ,45%## (E,Z) 2,4-DECADIENOATO DE ETILO ,45%",IV,FALSE,9,18%,7.2,10.8
FALSE,S_39601,39601,CIDETRAK CM DA COMBO AR,CHEMOTECNICA SOCIEDAD ANONIMA,"(E,E)8,10-DODECADIENOL 2,44%## (E,Z) 2,4-DECADIENOATO DE ETILO ,67%",IV,FALSE,6,16%,4.8,7.2
FALSE,S_39600,39600,LAREDO,HELM ARGENTINA S R L,"IMAZETAPIR 10,6%",III,FALSE,6,3%,4.8,7.2
FALSE,S_39599,39599,COVERSID,FARMCHEM SA,"IMIDACLOPRID 23,3%## TEBUCONAZOLE 1,3%",III,FALSE,18,17%,14.4,21.6
FALSE,S_39597,39597,SATIVIS,BASF ARGENTINA S A,S-METOLACLORO 96%,III,FALSE,25,9%,20,30
FALSE,S_39596,39596,BRUCIA SC 40%,ISK ARGENTINA BRANCH,TOLPIRALATE 40%,IV,FALSE,16,17%,12.8,19.2
FALSE,S_39595,39595,SPINGARD,CIBELES ARGENTINA S.A.,IMIDACLOPRID 35%,II,FALSE,21,23%,16.8,25.2
FALSE,S_39594,39594,LAMBDACIALOTRINA DELTA AGRO,AGROINSUMOS B Y L S.A.,LAMBDA-CIALOTRINA 5%,II,FALSE,19,2%,15.2,22.8
FALSE,S_39593,39593,ATRAZINA 90 XIAN,SIGMA AGRO SA,ATRAZINA 90%,III,FALSE,24,24%,19.2,28.8
FALSE,S_39592,39592,GUERRER,TECNOMYL S.A.,SULFENTRAZONE 50%,III,FALSE,15,18%,12,18
FALSE,S_39591,39591,OXIDO COBREQUIM GRANULADO,ARGENTI LEMON S A,OXIDO CUPROSO 60%,II,FALSE,25,6%,20,30
FALSE,S_39590,39590,"PARAQUAT 27,6 RS",SUMITOMO CHEMICAL ARGENTINA S.A.,"PARAQUAT DICLORURO 27,6%",III,FALSE,18,6%,14.4,21.6
FALSE,S_39589,39589,AUSTAK,HELM ARGENTINA S R L,"2,4 D 89%",III,FALSE,18,8%,14.4,21.6
FALSE,S_39588,39588,VANTAL EW,,"ABAMECTINA 3,6%",II,FALSE,11,13%,8.8,13.2
FALSE,S_39587,39587,AIRONE +,S ANDO Y CIA SACIIF,"HIDROXIDO DE COBRE 20,88%## OXICLORURO DE COBRE 22,85%",III,FALSE,13,22%,10.4,15.6
FALSE,S_39586,39586,H-FOP  54%,LABORATORIOS PEYTE S.A.,HALOXIFOP-P METIL 54%,II,FALSE,19,11%,15.2,22.8
FALSE,S_39585,39585,OXIDO COBREQUIM POLVO,ARGENTI LEMON S A,"OXIDO CUPROSO 56,3%",II,FALSE,10,16%,8,12
FALSE,S_39584,39584,SPINGARD VERTISOLES,VERTISOLES S.R.L,IMIDACLOPRID 35%,II,FALSE,7,8%,5.6,8.4
FALSE,S_39583,39583,DICAMBA DGA B,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,"DICAMBA 70,8%",IV,FALSE,20,11%,16,24
FALSE,S_39581,39581,FOLICAP,SUMITOMO CHEMICAL ARGENTINA S.A.,"FOMESAFEN 26,25%",III,FALSE,11,4%,8.8,13.2
FALSE,S_39580,39580,ATRAZINA 90 WG,TECNOMYL S.A.,ATRAZINA 90%,IV,FALSE,12,0%,9.6,14.4
FALSE,S_39579,39579,ATRAZINA 90 LANTHER,TECNOMYL S.A.,ATRAZINA 90%,IV,FALSE,21,15%,16.8,25.2
FALSE,S_39578,39578,ATRATOP 90 WG ACA,TECNOMYL S.A.,ATRAZINA 90%,IV,FALSE,14,25%,11.2,16.8
FALSE,S_39577,39577,OXIMAX,CITROMAX SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL,OXICLORURO DE COBRE 84%,II,FALSE,8,22%,6.4,9.6
FALSE,S_39575,39575,CUPROMAX,CITROMAX SOCIEDAD ANONIMA COMERCIAL E INDUSTRIAL,OXIDO CUPROSO 60%,II,FALSE,19,10%,15.2,22.8
FALSE,S_39574,39574,CUPROVIL,CITRUSVIL,OXIDO CUPROSO 60%,II,FALSE,12,2%,9.6,14.4
FALSE,S_39573,39573,"2,4-D 60 SIGMA AGRO",SIGMA AGRO SA,"2,4 D 60%",II,FALSE,15,0%,12,18
FALSE,S_39572,39572,INITIOS ALB,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,"IMAZETAPIR 10,6%",IV,FALSE,6,6%,4.8,7.2
FALSE,S_39571,39571,SYMPHONY ALB,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,S-METOLACLORO 96%,III,FALSE,16,13%,12.8,19.2
FALSE,S_39570,39570,DICAMBA DGA C,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,"DICAMBA 70,8%",IV,FALSE,19,2%,15.2,22.8
FALSE,S_39569,39569,MASTER BV,ENRIQUE M BAYA CASAL S A,"2,4 D 89%",II,FALSE,14,3%,11.2,16.8
FALSE,S_39568,39568,"LANCASTER 27,6",PHILAGRO S.A,"PARAQUAT DICLORURO 27,6%",III,FALSE,5,9%,4,6
FALSE,S_39567,39567,CIDETRAK CM PLUS AR,CHEMOTECNICA SOCIEDAD ANONIMA,"(E,E)8,10-DODECADIENOL 3,08%",IV,FALSE,15,19%,12,18
FALSE,S_39566,39566,CIDETRAK CM OFM DUO AR,CHEMOTECNICA SOCIEDAD ANONIMA,"(E,E)8,10-DODECADIENOL 4,6%## (Z)/(E)-8-DODECENIL ACETATO 2%",IV,FALSE,6,20%,4.8,7.2
FALSE,S_39565,39565,S-METOLACLOR 96 INSUAGRO,INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,S-METOLACLORO 96%,III,FALSE,15,16%,12,18
FALSE,S_39564,39564,CROPMAX PROTECTOR,CROPMAX S.A,LAMBDA-CIALOTRINA 5%,II,FALSE,22,18%,17.6,26.4
FALSE,S_39563,39563,SYMPHONY AR,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,S-METOLACLORO 96%,III,FALSE,11,4%,8.8,13.2
FALSE,S_39562,39562,DICAMBA DGA A,ATANOR SOCIEDAD EN COMANDITA POR ACCIONES,"DICAMBA 70,8%",IV,FALSE,15,11%,12,18
FALSE,S_39561,39561,METOLACLOR COMBATE,INSUMOS AGROQUIMICOS SOCIEDAD ANONIMA,METOLACLORO 96%,III,FALSE,14,22%,11.2,16.8
